"TIME","PAR(umol/m2/s)","T(C)","P(hPa)","RH(%)"
2019-06-17 09:36:27,186.51,31.08,950.90,57.87
2019-06-17 09:36:37,188.24,30.56,1002.74,58.62
2019-06-17 09:36:47,189.61,30.54,1002.74,59.09
2019-06-17 09:36:57,193.08,30.51,1002.79,59.31
2019-06-17 09:37:07,199.31,30.48,1002.78,59.60
2019-06-17 09:37:17,203.90,30.45,1002.75,59.86
2019-06-17 09:37:27,210.18,30.43,1002.74,59.78
2019-06-17 09:37:37,206.31,30.41,1002.72,60.04
2019-06-17 09:37:47,204.11,30.38,1002.73,60.15
2019-06-17 09:37:57,200.38,30.36,1002.73,60.29
2019-06-17 09:38:07,199.28,30.34,1002.72,60.47
2019-06-17 09:38:17,199.60,30.32,1002.73,60.76
2019-06-17 09:38:27,202.44,30.30,1002.72,60.85
2019-06-17 09:38:37,203.25,30.27,1002.73,61.10
2019-06-17 09:38:47,198.11,30.25,1002.72,61.06
2019-06-17 09:38:57,199.15,30.23,1002.77,61.08
2019-06-17 09:39:07,203.55,30.20,1002.77,61.17
2019-06-17 09:39:17,202.49,30.18,1002.77,61.23
2019-06-17 09:39:27,202.33,30.16,1002.74,61.41
2019-06-17 09:39:37,200.17,30.14,1002.77,61.48
2019-06-17 09:39:47,1371.21,30.12,1002.75,61.78
2019-06-17 09:39:57,1351.06,30.12,1002.73,62.07
2019-06-17 09:40:07,1333.90,30.13,1002.74,62.21
2019-06-17 09:40:17,1322.44,30.13,1002.73,62.46
2019-06-17 09:40:27,1321.00,30.16,1002.73,62.70
2019-06-17 09:40:37,1330.38,30.17,1002.72,62.69
2019-06-17 09:40:47,1360.53,30.19,1002.74,63.25
2019-06-17 09:40:57,1393.32,30.20,1002.75,63.62
2019-06-17 09:41:07,1411.74,30.23,1002.73,63.77
2019-06-17 09:41:17,1412.60,30.25,1002.71,64.08
2019-06-17 09:41:27,1423.11,30.27,1002.77,64.22
2019-06-17 09:41:37,1433.40,30.30,1002.69,64.38
2019-06-17 09:41:47,1458.04,30.32,1002.75,64.75
2019-06-17 09:41:57,1458.09,30.35,1002.72,64.88
2019-06-17 09:42:07,1466.56,30.38,1002.72,65.19
2019-06-17 09:42:17,1780.10,30.40,1002.71,63.74
2019-06-17 09:42:27,1784.86,30.40,1002.73,56.23
2019-06-17 09:42:37,1776.88,30.41,1002.70,53.62
2019-06-17 10:02:40,1826.01,30.22,952.16,46.12
2019-06-17 10:02:50,1810.19,29.69,1002.64,46.03
2019-06-17 10:03:00,1511.29,29.68,1002.57,45.70
2019-06-17 10:03:10,1479.91,29.67,1002.62,46.15
2019-06-17 10:03:20,1143.38,29.67,1002.58,47.82
2019-06-17 10:03:30,255.33,29.66,1002.59,49.29
2019-06-17 10:03:40,258.57,29.64,1002.56,50.38
2019-06-17 10:03:50,261.42,29.60,1002.58,51.44
2019-06-17 10:04:00,263.06,29.56,1002.59,52.25
2019-06-17 10:04:10,264.61,29.53,1002.59,52.71
2019-06-17 10:04:20,267.57,29.48,1002.61,53.28
2019-06-17 10:04:30,270.73,29.43,1002.59,53.79
2019-06-17 10:04:40,274.72,29.39,1002.58,54.49
2019-06-17 10:04:50,278.12,29.35,1002.62,55.03
2019-06-17 10:05:00,281.37,29.30,1002.60,55.59
2019-06-17 10:05:10,281.22,29.28,1002.61,55.75
2019-06-17 10:05:20,277.87,29.24,1002.63,55.95
2019-06-17 10:05:30,276.98,29.19,1002.63,56.34
2019-06-17 10:05:40,279.26,29.15,1002.60,56.64
2019-06-17 10:05:50,285.20,29.12,1002.59,56.81
2019-06-17 10:06:00,1938.90,29.09,1002.58,57.56
2019-06-17 10:06:10,1924.67,29.06,1002.62,52.45
2019-06-17 10:06:20,1904.48,29.03,1002.58,50.59
2019-06-17 10:06:30,1897.11,29.01,1002.59,49.86
2019-06-17 10:06:40,1525.49,29.02,1002.59,49.72
2019-06-17 10:06:50,282.35,29.02,1002.59,50.72
2019-06-17 10:07:00,310.23,29.00,1002.59,51.96
2019-06-17 10:07:10,157.47,28.98,1002.61,53.00
2019-06-17 10:07:20,178.58,28.94,1002.54,53.89
2019-06-17 10:07:30,169.39,28.91,1002.55,54.77
2019-06-17 10:07:40,159.78,28.88,1002.60,55.37
2019-06-17 10:07:50,156.89,28.84,1002.60,56.02
2019-06-17 10:08:00,153.04,28.79,1002.57,56.49
2019-06-17 10:08:10,147.29,28.76,1002.58,56.98
2019-06-17 10:08:20,140.20,28.72,1002.58,57.40
2019-06-17 10:08:30,134.24,28.68,1002.61,57.66
2019-06-17 10:08:40,133.56,28.65,1002.62,57.93
2019-06-17 10:08:50,133.43,28.61,1002.62,58.36
2019-06-17 10:09:00,133.39,28.57,1002.62,58.72
2019-06-17 10:09:10,133.66,28.53,1002.60,58.97
2019-06-17 10:09:20,131.46,28.49,1002.58,59.27
2019-06-17 10:09:30,1184.39,28.47,1002.61,59.76
2019-06-17 10:09:40,1418.54,28.45,1002.57,59.80
2019-06-17 10:09:50,1401.18,28.44,1002.60,56.11
2019-06-17 10:10:00,1363.35,28.43,1002.57,53.33
2019-06-17 10:10:10,922.27,28.42,1002.60,53.89
2019-06-17 10:10:20,-0.89,28.41,1002.60,54.72
2019-06-17 10:10:30,-0.92,28.39,1002.58,55.59
2019-06-17 10:10:40,-0.90,28.37,1002.59,56.43
2019-06-17 10:10:50,-0.92,28.34,1002.59,57.23
2019-06-17 10:11:00,-0.91,28.31,1002.62,57.74
2019-06-17 10:11:10,-0.91,28.27,1002.60,58.29
2019-06-17 10:11:20,-0.93,28.24,1002.58,58.85
2019-06-17 10:11:30,-0.91,28.20,1002.62,59.06
2019-06-17 10:11:40,-0.90,28.17,1002.58,59.40
2019-06-17 10:11:50,-0.90,28.14,1002.60,59.57
2019-06-17 10:12:00,-0.91,28.12,1002.58,59.98
2019-06-17 10:12:10,-0.91,28.09,1002.62,60.16
2019-06-17 10:12:20,-0.90,28.06,1002.62,60.50
2019-06-17 10:12:30,-0.90,28.03,1002.62,60.89
2019-06-17 10:12:40,0.27,28.01,1002.64,61.17
2019-06-17 10:12:50,1215.10,27.99,1002.63,61.43
2019-06-17 10:13:00,1225.35,27.99,1002.67,61.93
2019-06-17 10:13:10,1225.01,27.99,1002.63,59.47
2019-06-17 10:13:20,1255.08,28.00,1002.63,58.57
2019-06-17 10:13:30,420.94,28.00,1002.65,55.46
2019-06-17 10:13:40,752.05,28.01,1002.60,53.96
2019-06-17 10:13:50,1173.81,28.02,1002.65,53.72
2019-06-17 10:14:00,1160.93,28.03,1002.65,54.05
2019-06-17 10:14:10,1433.94,28.05,1002.61,55.40
2019-06-17 10:14:20,1570.05,28.05,1002.63,52.74
2019-06-17 10:14:30,1566.46,28.04,1002.61,51.65
2019-06-17 10:14:40,1569.21,28.04,1002.60,51.14
2019-06-17 10:14:50,1281.89,28.03,1002.59,51.11
2019-06-17 10:15:00,1286.39,28.04,1002.60,52.51
2019-06-17 10:15:10,1301.92,28.04,1002.60,54.12
2019-06-17 10:15:20,1311.32,28.05,1002.59,55.58
2019-06-17 10:15:30,1298.80,28.08,1002.57,57.00
2019-06-17 10:15:40,1292.72,28.08,1002.59,58.20
2019-06-17 10:15:50,1273.19,28.09,1002.59,59.18
2019-06-17 10:16:00,1285.24,28.11,1002.60,60.11
2019-06-17 10:16:10,1279.30,28.13,1002.62,60.89
2019-06-17 10:16:20,1279.33,28.14,1002.61,61.74
2019-06-17 10:16:30,1294.74,28.16,1002.61,62.52
2019-06-17 10:16:40,1305.68,28.18,1002.59,63.36
2019-06-17 10:16:50,1294.90,28.20,1002.58,64.01
2019-06-17 10:17:00,1570.57,28.21,1002.62,63.73
2019-06-17 10:17:10,1563.40,28.22,1002.58,60.16
2019-06-17 10:17:20,1544.94,28.21,1002.57,58.04
2019-06-17 10:17:30,1500.46,28.20,1002.55,55.94
2019-06-17 10:17:40,1229.23,28.21,1002.57,54.68
2019-06-17 10:17:50,1269.70,28.22,1002.54,54.19
2019-06-17 10:18:00,962.65,28.23,1002.71,55.16
2019-06-17 10:18:10,709.28,28.23,1002.57,56.79
2019-06-17 10:18:20,666.88,28.23,1002.55,58.24
2019-06-17 10:18:30,675.32,28.23,1002.58,59.58
2019-06-17 10:18:40,667.84,28.23,1002.55,60.57
2019-06-17 10:18:50,646.12,28.22,1002.54,61.21
2019-06-17 10:19:00,644.56,28.21,1002.57,61.98
2019-06-17 10:19:10,658.55,28.21,1002.52,62.70
2019-06-17 10:19:20,736.56,28.20,1002.55,63.33
2019-06-17 10:19:30,759.78,28.20,1002.54,63.85
2019-06-17 10:19:40,752.59,28.19,1002.57,64.13
2019-06-17 10:19:50,777.69,28.19,1002.55,64.49
2019-06-17 10:20:00,773.43,28.18,1002.59,64.91
2019-06-17 10:20:10,786.25,28.18,1002.57,65.29
2019-06-17 10:20:20,769.46,28.18,1002.55,65.57
2019-06-17 10:20:30,1607.97,28.18,1002.55,64.44
2019-06-17 10:20:40,1640.98,28.18,1002.56,58.74
2019-06-17 10:20:50,1645.39,28.18,1002.55,56.59
2019-06-17 10:21:00,1654.97,28.19,1002.54,56.15
2019-06-17 10:21:10,1683.41,28.20,1002.52,54.91
2019-06-17 10:21:20,1663.48,28.21,1002.55,54.58
2019-06-17 10:21:30,1329.30,28.23,1002.57,54.35
2019-06-17 10:21:40,231.67,28.24,1002.51,55.62
2019-06-17 10:21:50,203.02,28.25,1002.57,56.80
2019-06-17 10:22:00,262.09,28.24,1002.52,57.86
2019-06-17 10:22:10,255.82,28.24,1002.51,58.80
2019-06-17 10:22:20,253.70,28.23,1002.53,59.70
2019-06-17 10:22:30,250.23,28.22,1002.57,60.66
2019-06-17 10:22:40,254.42,28.19,1002.57,61.29
2019-06-17 10:22:50,257.89,28.17,1002.54,62.02
2019-06-17 10:23:00,259.28,28.15,1002.51,62.61
2019-06-17 10:23:10,268.17,28.12,1002.58,63.38
2019-06-17 10:23:20,269.08,28.09,1002.57,63.91
2019-06-17 10:23:30,263.31,28.07,1002.60,64.35
2019-06-17 10:23:40,262.02,28.03,1002.59,64.50
2019-06-17 10:23:50,256.79,28.00,1002.58,64.66
2019-06-17 10:24:00,261.53,27.98,1002.58,65.12
2019-06-17 10:24:10,264.63,27.95,1002.61,65.10
2019-06-17 10:24:20,270.03,27.94,1002.61,65.61
2019-06-17 10:24:30,1339.01,27.92,1002.59,65.73
2019-06-17 10:24:40,1606.79,27.90,1002.61,63.37
2019-06-17 10:24:50,1605.09,27.89,1002.59,58.82
2019-06-17 10:25:00,1619.62,27.89,1002.60,56.19
2019-06-17 10:25:10,1332.52,27.90,1002.58,55.10
2019-06-17 10:25:20,1124.21,27.91,1002.57,56.33
2019-06-17 10:25:30,134.00,27.92,1002.56,57.70
2019-06-17 10:25:40,257.11,27.92,1002.61,59.04
2019-06-17 10:25:50,152.95,27.91,1002.60,60.04
2019-06-17 10:26:00,128.61,27.89,1002.57,60.90
2019-06-17 10:26:10,120.90,27.88,1002.56,61.71
2019-06-17 10:26:20,120.79,27.86,1002.59,62.34
2019-06-17 10:26:30,119.60,27.83,1002.61,62.81
2019-06-17 10:26:40,119.55,27.82,1002.57,63.57
2019-06-17 10:26:50,117.86,27.80,1002.59,63.75
2019-06-17 10:27:00,118.47,27.78,1002.60,64.39
2019-06-17 10:27:10,119.17,27.77,1002.61,64.60
2019-06-17 10:27:20,120.51,27.75,1002.58,64.89
2019-06-17 10:27:30,122.09,27.73,1002.58,65.12
2019-06-17 10:27:40,123.12,27.71,1002.60,65.43
2019-06-17 10:27:50,124.54,27.70,1002.60,65.58
2019-06-17 10:28:00,123.87,27.69,1002.62,65.83
2019-06-17 10:28:10,123.73,27.67,1002.62,66.00
2019-06-17 10:28:20,1587.38,27.67,1002.58,66.34
2019-06-17 10:28:30,1947.51,27.68,1002.59,64.91
2019-06-17 10:28:40,1966.27,27.69,1002.61,59.60
2019-06-17 10:28:50,1627.25,27.70,1002.59,59.14
2019-06-17 10:29:00,3.79,27.72,1002.57,59.80
2019-06-17 10:29:10,0.09,27.74,1002.69,60.84
2019-06-17 10:29:20,-0.75,27.75,1002.59,61.86
2019-06-17 10:29:30,-0.77,27.74,1002.62,62.70
2019-06-17 10:29:40,-0.76,27.73,1002.59,63.48
2019-06-17 10:29:50,-0.76,27.71,1002.61,64.31
2019-06-17 10:30:00,-0.76,27.69,1002.58,64.94
2019-06-17 10:30:10,-0.76,27.66,1002.59,65.23
2019-06-17 10:30:20,-0.76,27.64,1002.56,65.42
2019-06-17 10:30:30,-0.78,27.63,1002.58,65.87
2019-06-17 10:30:40,-0.77,27.61,1002.57,66.34
2019-06-17 10:30:50,-0.79,27.59,1002.57,66.53
2019-06-17 10:31:00,-0.78,27.57,1002.58,66.68
2019-06-17 10:31:10,-0.78,27.55,1002.58,67.10
2019-06-17 10:31:20,-0.78,27.54,1002.59,67.43
2019-06-17 10:31:30,-0.61,27.52,1002.59,67.51
2019-06-17 10:31:40,1674.57,27.52,1002.60,67.97
2019-06-17 10:31:50,1671.84,27.53,1002.57,68.26
2019-06-17 10:32:00,1659.85,27.56,1002.57,68.45
2019-06-17 10:32:10,536.99,27.60,1002.58,68.88
2019-06-17 10:32:20,1678.13,27.66,1002.54,67.24
2019-06-17 10:32:30,1675.23,27.71,1002.61,66.70
2019-06-17 10:32:40,883.56,27.76,1002.62,65.34
2019-06-17 10:32:50,1189.51,27.80,1002.65,64.27
2019-06-17 10:33:00,1318.65,27.84,1002.60,64.23
2019-06-17 10:33:10,1873.07,27.89,1002.56,65.30
2019-06-17 10:33:20,1949.16,27.94,1002.61,64.81
2019-06-17 10:33:30,1926.46,27.98,1002.62,63.35
2019-06-17 10:33:40,1923.10,27.99,1002.61,59.69
2019-06-17 10:33:50,1897.29,28.02,1002.61,57.14
2019-06-17 10:34:00,1534.75,28.04,1002.61,56.83
2019-06-17 10:34:10,1537.74,28.08,1002.58,58.26
2019-06-17 10:34:20,1529.35,28.10,1002.63,59.77
2019-06-17 10:34:30,1530.13,28.14,1002.60,61.21
2019-06-17 10:34:40,1530.38,28.18,1002.62,62.52
2019-06-17 10:34:50,1524.87,28.22,1002.57,63.71
2019-06-17 10:35:00,1519.27,28.26,1002.61,64.68
2019-06-17 10:35:10,1526.97,28.31,1002.59,65.56
2019-06-17 10:35:20,1509.57,28.34,1002.56,66.51
2019-06-17 10:35:30,1506.03,28.38,1002.59,67.16
2019-06-17 10:35:40,1513.15,28.42,1002.56,67.78
2019-06-17 10:35:50,1496.88,28.46,1002.57,68.46
2019-06-17 10:36:00,1827.53,28.48,1002.50,59.97
2019-06-17 10:36:10,1829.44,28.49,1002.55,53.78
2019-06-17 10:36:20,1510.16,28.51,1002.56,54.88
2019-06-17 10:36:30,810.09,28.53,1002.55,56.63
2019-06-17 10:36:40,934.29,28.55,1002.54,58.27
2019-06-17 10:36:50,919.12,28.57,1002.59,59.51
2019-06-17 10:37:00,925.74,28.59,1002.57,60.71
2019-06-17 10:37:10,929.74,28.61,1002.57,61.71
2019-06-17 10:37:20,934.55,28.63,1002.57,62.74
2019-06-17 10:37:30,938.01,28.64,1002.58,63.46
2019-06-17 10:37:40,943.81,28.66,1002.63,64.09
2019-06-17 10:37:50,948.10,28.67,1002.59,64.65
2019-06-17 10:38:00,958.24,28.69,1002.60,65.38
2019-06-17 10:38:10,973.56,28.71,1002.58,65.83
2019-06-17 10:38:20,971.05,28.73,1002.60,66.19
2019-06-17 10:38:30,969.35,28.74,1002.58,66.67
2019-06-17 10:38:40,968.05,28.76,1002.56,67.11
2019-06-17 10:38:50,1587.12,28.78,1002.60,67.46
2019-06-17 10:39:00,1686.82,28.81,1002.56,67.96
2019-06-17 10:39:10,1908.66,28.82,1002.56,62.24
2019-06-17 10:39:20,1906.77,28.83,1002.55,55.02
2019-06-17 10:39:30,1893.24,28.84,1002.53,52.46
2019-06-17 10:39:40,1544.50,28.86,1002.53,53.62
2019-06-17 10:39:50,1497.09,28.87,1002.49,55.41
2019-06-17 10:40:00,251.38,28.91,1002.51,57.06
2019-06-17 10:40:10,277.21,28.92,1002.54,58.38
2019-06-17 10:40:20,266.49,28.91,1002.51,59.58
2019-06-17 10:40:30,272.51,28.92,1002.54,60.62
2019-06-17 10:40:40,272.43,28.91,1002.53,61.48
2019-06-17 10:40:50,266.95,28.91,1002.52,61.99
2019-06-17 10:41:00,269.47,28.91,1002.55,62.56
2019-06-17 10:41:10,270.72,28.90,1002.53,63.08
2019-06-17 10:41:20,270.46,28.89,1002.53,63.53
2019-06-17 10:41:30,269.44,28.89,1002.52,64.00
2019-06-17 10:41:40,274.56,28.88,1002.53,64.38
2019-06-17 10:41:50,275.61,28.87,1002.53,64.64
2019-06-17 10:42:00,264.48,28.87,1002.54,64.97
2019-06-17 10:42:10,243.40,28.85,1002.56,65.44
2019-06-17 10:42:20,237.59,28.85,1002.54,65.75
2019-06-17 10:44:07,1702.42,29.15,953.85,52.74
2019-06-17 10:44:17,1501.20,28.75,1002.58,52.36
2019-06-17 10:44:27,1233.60,28.72,1002.55,52.00
2019-06-17 10:44:37,1156.54,28.72,1002.62,53.55
2019-06-17 10:44:47,202.61,28.72,1002.55,55.20
2019-06-17 10:44:57,175.19,28.72,1002.59,56.57
2019-06-17 10:45:07,182.56,28.71,1002.62,57.83
2019-06-17 10:45:17,98.47,28.70,1002.60,58.80
2019-06-17 10:45:27,123.14,28.69,1002.60,59.66
2019-06-17 10:45:37,119.52,28.67,1002.60,60.35
2019-06-17 10:45:47,116.51,28.66,1002.61,60.94
2019-06-17 10:45:57,122.01,28.64,1002.58,61.49
2019-06-17 10:46:07,121.55,28.62,1002.59,61.97
2019-06-17 10:46:17,122.01,28.60,1002.58,62.35
2019-06-17 10:46:27,134.02,28.59,1002.60,62.80
2019-06-17 10:46:37,136.04,28.57,1002.61,63.04
2019-06-17 10:46:47,142.36,28.55,1002.59,63.44
2019-06-17 10:46:57,143.82,28.54,1002.59,63.90
2019-06-17 10:47:07,130.64,28.52,1002.60,64.06
2019-06-17 10:47:17,133.64,28.50,1002.57,64.27
2019-06-17 10:47:27,129.60,28.49,1002.59,64.50
2019-06-17 10:47:37,130.97,28.47,1002.57,64.78
2019-06-17 10:47:47,130.98,28.46,1002.63,65.10
2019-06-17 10:47:57,134.69,28.43,1002.61,65.34
2019-06-17 10:48:07,141.86,28.42,1002.60,65.57
2019-06-17 10:48:17,1505.70,28.41,1002.61,65.90
2019-06-17 10:48:27,1586.50,28.41,1002.63,63.48
2019-06-17 10:48:37,1608.56,28.41,1002.64,60.55
2019-06-17 10:48:47,1434.08,28.41,1002.62,59.66
2019-06-17 10:48:57,1254.00,28.42,1002.62,59.69
2019-06-17 10:49:07,1567.35,28.43,1002.62,58.81
2019-06-17 10:49:17,1490.42,28.44,1002.61,57.92
2019-06-17 10:49:27,3.11,28.45,1002.62,59.16
2019-06-17 10:49:37,-0.54,28.47,1002.67,60.37
2019-06-17 10:49:47,-0.56,28.47,1002.60,61.26
2019-06-17 10:49:57,-0.57,28.47,1002.61,62.01
2019-06-17 10:50:07,-0.58,28.46,1002.59,62.70
2019-06-17 10:50:17,-0.56,28.45,1002.61,63.21
2019-06-17 10:50:27,-0.56,28.44,1002.63,63.66
2019-06-17 10:50:37,-0.56,28.43,1002.63,64.13
2019-06-17 10:50:47,-0.57,28.41,1002.64,64.59
2019-06-17 10:50:57,-0.58,28.40,1002.60,64.95
2019-06-17 10:51:07,-0.56,28.39,1002.65,65.24
2019-06-17 10:51:17,-0.58,28.37,1002.62,65.60
2019-06-17 10:51:27,-0.59,28.36,1002.62,65.80
2019-06-17 10:51:37,-0.59,28.34,1002.61,66.05
2019-06-17 10:51:47,-0.58,28.32,1002.64,66.33
2019-06-17 10:51:57,-0.58,28.31,1002.61,66.47
2019-06-17 10:52:07,1976.19,28.30,1002.63,66.58
2019-06-17 10:52:17,1797.92,28.32,1002.63,67.11
2019-06-17 10:52:27,1799.63,28.34,1002.65,67.61
2019-06-17 10:52:37,1656.89,28.39,1002.62,68.30
2019-06-17 10:52:47,1698.23,28.43,1002.65,65.75
2019-06-17 10:52:57,661.82,28.47,1002.65,63.14
2019-06-17 10:53:07,755.95,28.50,1002.62,61.94
2019-06-17 10:53:17,1387.57,28.52,1002.62,61.50
2019-06-17 10:53:27,1463.38,28.53,1002.61,57.67
2019-06-17 10:53:37,1533.79,28.55,1002.62,57.80
2019-06-17 10:53:47,1797.08,28.57,1002.63,56.96
2019-06-17 10:53:57,2192.07,28.59,1002.62,55.51
2019-06-17 10:54:07,1589.59,28.60,1002.61,54.37
2019-06-17 10:54:17,1334.70,28.62,1002.62,55.80
2019-06-17 10:54:27,1431.86,28.64,1002.60,57.31
2019-06-17 10:54:37,1635.77,28.67,1002.62,58.64
2019-06-17 10:54:47,1622.78,28.70,1002.60,59.84
2019-06-17 10:54:57,1532.57,28.73,1002.61,61.00
2019-06-17 10:55:07,1637.45,28.77,1002.64,62.07
2019-06-17 10:55:17,1450.37,28.81,1002.61,63.01
2019-06-17 10:55:27,1328.44,28.84,1002.60,63.86
2019-06-17 10:55:37,1268.65,28.88,1002.63,64.89
2019-06-17 10:55:47,1336.90,28.92,1002.61,65.55
2019-06-17 10:55:57,1421.32,28.94,1002.64,66.01
2019-06-17 10:56:07,1549.92,28.98,1002.63,66.78
2019-06-17 10:56:17,1706.48,29.01,1002.65,67.58
2019-06-17 10:56:27,1412.02,29.05,1002.64,68.12
2019-06-17 10:56:37,1575.09,29.09,1002.66,68.32
2019-06-17 10:56:47,2043.56,29.12,1002.65,67.98
2019-06-17 10:56:57,2003.55,29.13,1002.65,60.54
2019-06-17 10:57:07,2237.19,29.14,1002.65,56.04
2019-06-17 10:57:17,1873.75,29.15,1002.65,52.20
2019-06-17 10:57:27,1424.21,29.16,1002.60,52.96
2019-06-17 10:57:37,859.42,29.17,1002.60,54.46
2019-06-17 10:57:47,872.33,29.18,1002.57,56.01
2019-06-17 10:57:57,833.60,29.21,1002.62,57.37
2019-06-17 10:58:07,736.74,29.22,1002.64,58.75
2019-06-17 10:58:17,750.57,29.22,1002.64,59.94
2019-06-17 10:58:27,828.28,29.22,1002.65,60.99
2019-06-17 10:58:37,862.70,29.24,1002.63,61.85
2019-06-17 10:58:47,834.84,29.24,1002.64,62.57
2019-06-17 10:58:57,941.02,29.25,1002.68,63.29
2019-06-17 10:59:07,850.43,29.26,1002.65,63.99
2019-06-17 10:59:17,925.61,29.27,1002.62,64.45
2019-06-17 10:59:27,1032.75,29.28,1002.66,65.07
2019-06-17 10:59:37,1184.94,29.29,1002.62,65.25
2019-06-17 10:59:47,1100.52,29.31,1002.66,65.82
2019-06-17 10:59:57,2486.62,29.33,1002.68,63.99
2019-06-17 11:00:07,2511.18,29.34,1002.66,54.66
2019-06-17 11:00:17,2502.99,29.36,1002.63,52.64
2019-06-17 11:00:27,1722.47,29.38,1002.62,52.91
2019-06-17 11:00:37,315.38,29.40,1002.61,54.28
2019-06-17 11:00:47,297.00,29.41,1002.59,55.69
2019-06-17 11:00:57,293.39,29.40,1002.60,57.00
2019-06-17 11:01:07,286.65,29.39,1002.67,57.96
2019-06-17 11:01:17,281.87,29.39,1002.65,58.96
2019-06-17 11:01:27,282.21,29.38,1002.61,60.02
2019-06-17 11:01:37,284.49,29.38,1002.65,60.79
2019-06-17 11:01:47,286.28,29.36,1002.63,61.53
2019-06-17 11:01:57,286.98,29.34,1002.63,61.77
2019-06-17 11:02:07,285.79,29.34,1002.61,62.47
2019-06-17 11:02:17,285.28,29.32,1002.64,63.06
2019-06-17 11:02:27,285.56,29.31,1002.64,63.23
2019-06-17 11:02:37,282.56,29.29,1002.63,63.63
2019-06-17 11:02:47,289.20,29.28,1002.60,63.94
2019-06-17 11:02:57,290.54,29.28,1002.66,64.43
2019-06-17 11:03:07,279.33,29.26,1002.68,64.79
2019-06-17 11:03:17,287.32,29.25,1002.64,65.05
