Line	Date	Time	SpectrumFile	LibraryFile	Water vapor H2O	Unit	 Compensation	 Residual	Carbon dioxide CO2	Unit	 Compensation	 Residual	Methane CH4	Unit	 Compensation	 Residual	Nitrous oxide N2O	Unit	 Compensation	 Residual	 Status
0	2019-06-03	11:54:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.47	vol-%	wet	0.0021	365.76	ppm	dry	0.0023	  1.80	ppm	dry	0.0014	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:54:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.47	vol-%	wet	0.0022	365.82	ppm	dry	0.0025	  1.90	ppm	dry	0.0014	  0.28	ppm	dry	0.0016	OK
0	2019-06-03	11:54:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.46	vol-%	wet	0.0020	366.49	ppm	dry	0.0024	  1.87	ppm	dry	0.0014	  0.28	ppm	dry	0.0014	OK
0	2019-06-03	11:54:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.47	vol-%	wet	0.0020	367.39	ppm	dry	0.0024	  1.85	ppm	dry	0.0013	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:54:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.47	vol-%	wet	0.0020	366.57	ppm	dry	0.0024	  1.88	ppm	dry	0.0014	  0.28	ppm	dry	0.0015	OK
0	2019-06-03	11:55:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.48	vol-%	wet	0.0022	365.84	ppm	dry	0.0025	  1.82	ppm	dry	0.0013	  0.26	ppm	dry	0.0015	OK
0	2019-06-03	11:55:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.49	vol-%	wet	0.0022	365.96	ppm	dry	0.0024	  1.89	ppm	dry	0.0013	  0.26	ppm	dry	0.0015	OK
0	2019-06-03	11:55:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.50	vol-%	wet	0.0022	364.39	ppm	dry	0.0023	  1.80	ppm	dry	0.0015	  0.27	ppm	dry	0.0014	OK
0	2019-06-03	11:55:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.50	vol-%	wet	0.0020	365.04	ppm	dry	0.0024	  1.79	ppm	dry	0.0012	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:55:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.50	vol-%	wet	0.0021	366.12	ppm	dry	0.0025	  1.83	ppm	dry	0.0013	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:55:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.51	vol-%	wet	0.0024	363.76	ppm	dry	0.0024	  1.80	ppm	dry	0.0014	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:55:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.52	vol-%	wet	0.0021	362.14	ppm	dry	0.0024	  1.81	ppm	dry	0.0015	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:55:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.54	vol-%	wet	0.0019	360.43	ppm	dry	0.0025	  1.82	ppm	dry	0.0013	  0.27	ppm	dry	0.0015	OK
0	2019-06-03	11:55:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.56	vol-%	wet	0.0025	358.64	ppm	dry	0.0023	  1.85	ppm	dry	0.0015	  0.26	ppm	dry	0.0016	OK
0	2019-06-03	11:55:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.58	vol-%	wet	0.0024	358.26	ppm	dry	0.0025	  1.84	ppm	dry	0.0014	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:56:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.59	vol-%	wet	0.0022	358.07	ppm	dry	0.0023	  1.88	ppm	dry	0.0013	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:56:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.60	vol-%	wet	0.0022	358.04	ppm	dry	0.0024	  1.85	ppm	dry	0.0015	  0.28	ppm	dry	0.0017	OK
0	2019-06-03	11:56:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.60	vol-%	wet	0.0025	355.39	ppm	dry	0.0025	  1.80	ppm	dry	0.0015	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:56:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.60	vol-%	wet	0.0024	357.64	ppm	dry	0.0023	  1.79	ppm	dry	0.0014	  0.27	ppm	dry	0.0015	OK
0	2019-06-03	11:56:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.59	vol-%	wet	0.0022	357.34	ppm	dry	0.0024	  1.81	ppm	dry	0.0013	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:56:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.57	vol-%	wet	0.0023	357.91	ppm	dry	0.0024	  1.76	ppm	dry	0.0015	  0.27	ppm	dry	0.0015	OK
0	2019-06-03	11:56:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.54	vol-%	wet	0.0022	359.90	ppm	dry	0.0025	  1.82	ppm	dry	0.0014	  0.27	ppm	dry	0.0015	OK
0	2019-06-03	11:56:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.53	vol-%	wet	0.0023	361.72	ppm	dry	0.0024	  1.87	ppm	dry	0.0013	  0.26	ppm	dry	0.0016	OK
0	2019-06-03	11:56:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.55	vol-%	wet	0.0022	361.22	ppm	dry	0.0024	  1.78	ppm	dry	0.0014	  0.26	ppm	dry	0.0016	OK
0	2019-06-03	11:56:55		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.58	vol-%	wet	0.0024	361.35	ppm	dry	0.0025	  1.83	ppm	dry	0.0014	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:57:01		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.63	vol-%	wet	0.0023	360.16	ppm	dry	0.0024	  1.82	ppm	dry	0.0015	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:57:07		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.68	vol-%	wet	0.0027	362.94	ppm	dry	0.0024	  1.84	ppm	dry	0.0014	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:57:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.74	vol-%	wet	0.0027	363.49	ppm	dry	0.0024	  1.85	ppm	dry	0.0015	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:57:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.78	vol-%	wet	0.0028	364.36	ppm	dry	0.0024	  1.78	ppm	dry	0.0015	  0.25	ppm	dry	0.0019	OK
0	2019-06-03	11:57:25		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.83	vol-%	wet	0.0031	365.58	ppm	dry	0.0023	  1.79	ppm	dry	0.0016	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:57:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.86	vol-%	wet	0.0031	365.35	ppm	dry	0.0024	  1.82	ppm	dry	0.0017	  0.26	ppm	dry	0.0019	OK
0	2019-06-03	11:57:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.91	vol-%	wet	0.0031	368.08	ppm	dry	0.0024	  1.84	ppm	dry	0.0019	  0.25	ppm	dry	0.0019	OK
0	2019-06-03	11:57:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.94	vol-%	wet	0.0035	368.13	ppm	dry	0.0024	  1.72	ppm	dry	0.0017	  0.24	ppm	dry	0.0019	OK
0	2019-06-03	11:57:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.97	vol-%	wet	0.0035	371.91	ppm	dry	0.0024	  1.79	ppm	dry	0.0015	  0.25	ppm	dry	0.0020	OK
0	2019-06-03	11:57:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.01	vol-%	wet	0.0036	372.41	ppm	dry	0.0025	  1.73	ppm	dry	0.0019	  0.25	ppm	dry	0.0020	OK
0	2019-06-03	11:58:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.03	vol-%	wet	0.0036	373.32	ppm	dry	0.0024	  1.75	ppm	dry	0.0017	  0.25	ppm	dry	0.0020	OK
0	2019-06-03	11:58:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.06	vol-%	wet	0.0037	376.09	ppm	dry	0.0024	  1.86	ppm	dry	0.0018	  0.25	ppm	dry	0.0020	OK
0	2019-06-03	11:58:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.10	vol-%	wet	0.0036	378.08	ppm	dry	0.0026	  1.78	ppm	dry	0.0017	  0.25	ppm	dry	0.0022	OK
0	2019-06-03	11:58:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.12	vol-%	wet	0.0039	379.29	ppm	dry	0.0023	  1.83	ppm	dry	0.0017	  0.25	ppm	dry	0.0022	OK
0	2019-06-03	11:58:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.15	vol-%	wet	0.0035	380.27	ppm	dry	0.0024	  1.72	ppm	dry	0.0017	  0.25	ppm	dry	0.0021	OK
0	2019-06-03	11:58:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.17	vol-%	wet	0.0036	380.32	ppm	dry	0.0023	  1.83	ppm	dry	0.0016	  0.25	ppm	dry	0.0022	OK
0	2019-06-03	11:58:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.18	vol-%	wet	0.0039	383.42	ppm	dry	0.0025	  1.72	ppm	dry	0.0016	  0.24	ppm	dry	0.0021	OK
0	2019-06-03	11:58:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.20	vol-%	wet	0.0036	384.33	ppm	dry	0.0023	  1.74	ppm	dry	0.0018	  0.25	ppm	dry	0.0021	OK
0	2019-06-03	11:58:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.22	vol-%	wet	0.0038	384.82	ppm	dry	0.0024	  1.84	ppm	dry	0.0018	  0.24	ppm	dry	0.0022	OK
0	2019-06-03	11:58:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.24	vol-%	wet	0.0036	388.70	ppm	dry	0.0024	  1.81	ppm	dry	0.0018	  0.23	ppm	dry	0.0022	OK
0	2019-06-03	11:59:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.24	vol-%	wet	0.0039	387.75	ppm	dry	0.0024	  1.79	ppm	dry	0.0020	  0.24	ppm	dry	0.0022	OK
0	2019-06-03	11:59:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.26	vol-%	wet	0.0039	390.11	ppm	dry	0.0024	  1.75	ppm	dry	0.0018	  0.25	ppm	dry	0.0022	OK
0	2019-06-03	11:59:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.28	vol-%	wet	0.0040	393.23	ppm	dry	0.0023	  1.74	ppm	dry	0.0019	  0.24	ppm	dry	0.0021	OK
0	2019-06-03	11:59:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.30	vol-%	wet	0.0038	393.93	ppm	dry	0.0025	  1.73	ppm	dry	0.0017	  0.24	ppm	dry	0.0022	OK
0	2019-06-03	11:59:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.31	vol-%	wet	0.0040	396.22	ppm	dry	0.0024	  1.78	ppm	dry	0.0018	  0.23	ppm	dry	0.0023	OK
0	2019-06-03	11:59:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.31	vol-%	wet	0.0040	395.90	ppm	dry	0.0024	  1.80	ppm	dry	0.0020	  0.23	ppm	dry	0.0023	OK
0	2019-06-03	11:59:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.33	vol-%	wet	0.0041	397.93	ppm	dry	0.0025	  1.84	ppm	dry	0.0018	  0.24	ppm	dry	0.0022	OK
0	2019-06-03	11:59:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.33	vol-%	wet	0.0038	400.05	ppm	dry	0.0024	  1.85	ppm	dry	0.0022	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	11:59:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.34	vol-%	wet	0.0041	401.44	ppm	dry	0.0023	  1.81	ppm	dry	0.0020	  0.25	ppm	dry	0.0022	OK
0	2019-06-03	11:59:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.36	vol-%	wet	0.0038	402.71	ppm	dry	0.0024	  1.76	ppm	dry	0.0020	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:00:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.35	vol-%	wet	0.0040	404.13	ppm	dry	0.0024	  1.78	ppm	dry	0.0019	  0.24	ppm	dry	0.0022	OK
0	2019-06-03	12:00:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.37	vol-%	wet	0.0041	408.25	ppm	dry	0.0023	  1.83	ppm	dry	0.0019	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:00:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.38	vol-%	wet	0.0040	407.42	ppm	dry	0.0025	  1.84	ppm	dry	0.0018	  0.24	ppm	dry	0.0022	OK
0	2019-06-03	12:00:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.38	vol-%	wet	0.0040	409.14	ppm	dry	0.0024	  1.71	ppm	dry	0.0019	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:00:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.38	vol-%	wet	0.0040	412.20	ppm	dry	0.0025	  1.76	ppm	dry	0.0020	  0.23	ppm	dry	0.0023	OK
0	2019-06-03	12:00:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.38	vol-%	wet	0.0041	412.81	ppm	dry	0.0025	  1.78	ppm	dry	0.0020	  0.23	ppm	dry	0.0023	OK
0	2019-06-03	12:00:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.39	vol-%	wet	0.0040	416.01	ppm	dry	0.0025	  1.79	ppm	dry	0.0016	  0.23	ppm	dry	0.0023	OK
0	2019-06-03	12:00:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.40	vol-%	wet	0.0038	414.97	ppm	dry	0.0024	  1.81	ppm	dry	0.0018	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:00:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.40	vol-%	wet	0.0041	416.24	ppm	dry	0.0024	  1.79	ppm	dry	0.0020	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	12:00:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.41	vol-%	wet	0.0042	419.46	ppm	dry	0.0024	  1.79	ppm	dry	0.0018	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:01:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.40	vol-%	wet	0.0041	419.47	ppm	dry	0.0024	  1.80	ppm	dry	0.0019	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	12:01:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.40	vol-%	wet	0.0041	421.72	ppm	dry	0.0023	  1.73	ppm	dry	0.0019	  0.25	ppm	dry	0.0024	OK
0	2019-06-03	12:01:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.40	vol-%	wet	0.0042	422.68	ppm	dry	0.0024	  1.75	ppm	dry	0.0021	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:01:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.42	vol-%	wet	0.0040	424.72	ppm	dry	0.0024	  1.74	ppm	dry	0.0019	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:01:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.42	vol-%	wet	0.0043	427.75	ppm	dry	0.0026	  1.79	ppm	dry	0.0021	  0.23	ppm	dry	0.0023	OK
0	2019-06-03	12:01:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.42	vol-%	wet	0.0042	428.16	ppm	dry	0.0025	  1.81	ppm	dry	0.0018	  0.23	ppm	dry	0.0022	OK
0	2019-06-03	12:01:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.42	vol-%	wet	0.0039	432.25	ppm	dry	0.0023	  1.80	ppm	dry	0.0020	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:01:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.44	vol-%	wet	0.0044	432.65	ppm	dry	0.0024	  1.82	ppm	dry	0.0019	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:01:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.44	vol-%	wet	0.0041	435.25	ppm	dry	0.0024	  1.88	ppm	dry	0.0019	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:01:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.44	vol-%	wet	0.0041	437.44	ppm	dry	0.0025	  1.75	ppm	dry	0.0018	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	12:02:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.45	vol-%	wet	0.0043	438.90	ppm	dry	0.0025	  1.77	ppm	dry	0.0018	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:02:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.45	vol-%	wet	0.0041	439.67	ppm	dry	0.0025	  1.79	ppm	dry	0.0019	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:02:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.44	vol-%	wet	0.0044	441.22	ppm	dry	0.0024	  1.76	ppm	dry	0.0019	  0.25	ppm	dry	0.0025	OK
0	2019-06-03	12:02:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.45	vol-%	wet	0.0041	444.34	ppm	dry	0.0024	  1.79	ppm	dry	0.0020	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	12:02:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0044	445.30	ppm	dry	0.0026	  1.76	ppm	dry	0.0019	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:02:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0042	446.22	ppm	dry	0.0024	  1.80	ppm	dry	0.0017	  0.23	ppm	dry	0.0025	OK
0	2019-06-03	12:02:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0042	448.13	ppm	dry	0.0024	  1.78	ppm	dry	0.0019	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	12:02:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0040	448.79	ppm	dry	0.0023	  1.77	ppm	dry	0.0020	  0.25	ppm	dry	0.0024	OK
0	2019-06-03	12:02:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0042	451.01	ppm	dry	0.0024	  1.83	ppm	dry	0.0022	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	12:02:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.47	vol-%	wet	0.0041	452.66	ppm	dry	0.0026	  1.75	ppm	dry	0.0020	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:03:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0040	454.93	ppm	dry	0.0026	  1.82	ppm	dry	0.0021	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:03:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.47	vol-%	wet	0.0040	456.67	ppm	dry	0.0024	  1.76	ppm	dry	0.0019	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	12:03:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.47	vol-%	wet	0.0044	458.53	ppm	dry	0.0025	  1.73	ppm	dry	0.0020	  0.23	ppm	dry	0.0023	OK
0	2019-06-03	12:03:19		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0044	460.65	ppm	dry	0.0024	  1.79	ppm	dry	0.0018	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	12:03:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.47	vol-%	wet	0.0042	461.50	ppm	dry	0.0025	  1.80	ppm	dry	0.0022	  0.23	ppm	dry	0.0026	OK
0	2019-06-03	12:03:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0042	462.93	ppm	dry	0.0026	  1.70	ppm	dry	0.0018	  0.24	ppm	dry	0.0022	OK
0	2019-06-03	12:03:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0042	463.29	ppm	dry	0.0025	  1.78	ppm	dry	0.0019	  0.25	ppm	dry	0.0023	OK
0	2019-06-03	12:03:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.47	vol-%	wet	0.0043	466.96	ppm	dry	0.0024	  1.77	ppm	dry	0.0019	  0.23	ppm	dry	0.0023	OK
0	2019-06-03	12:03:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0045	468.41	ppm	dry	0.0025	  1.78	ppm	dry	0.0018	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:03:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0043	468.23	ppm	dry	0.0025	  1.81	ppm	dry	0.0020	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	12:04:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0041	473.31	ppm	dry	0.0025	  1.73	ppm	dry	0.0021	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	12:04:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0041	472.22	ppm	dry	0.0024	  1.77	ppm	dry	0.0020	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	12:04:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.45	vol-%	wet	0.0043	474.71	ppm	dry	0.0024	  1.81	ppm	dry	0.0019	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	12:04:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.47	vol-%	wet	0.0043	477.50	ppm	dry	0.0026	  1.78	ppm	dry	0.0020	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	12:04:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.47	vol-%	wet	0.0043	478.37	ppm	dry	0.0025	  1.82	ppm	dry	0.0019	  0.23	ppm	dry	0.0025	OK
0	2019-06-03	12:04:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.48	vol-%	wet	0.0043	479.35	ppm	dry	0.0026	  1.74	ppm	dry	0.0019	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:04:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.48	vol-%	wet	0.0043	481.83	ppm	dry	0.0025	  1.80	ppm	dry	0.0018	  0.25	ppm	dry	0.0024	OK
0	2019-06-03	12:04:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.48	vol-%	wet	0.0041	482.54	ppm	dry	0.0025	  1.76	ppm	dry	0.0017	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	12:04:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.47	vol-%	wet	0.0042	484.73	ppm	dry	0.0025	  1.78	ppm	dry	0.0019	  0.24	ppm	dry	0.0025	OK
0	2019-06-03	12:04:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.48	vol-%	wet	0.0043	486.82	ppm	dry	0.0024	  1.81	ppm	dry	0.0017	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:05:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.47	vol-%	wet	0.0040	487.97	ppm	dry	0.0025	  1.82	ppm	dry	0.0018	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	12:05:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.47	vol-%	wet	0.0043	491.68	ppm	dry	0.0024	  1.77	ppm	dry	0.0019	  0.24	ppm	dry	0.0022	OK
0	2019-06-03	12:05:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0041	492.38	ppm	dry	0.0025	  1.78	ppm	dry	0.0022	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	12:05:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0042	493.10	ppm	dry	0.0024	  1.80	ppm	dry	0.0020	  0.24	ppm	dry	0.0025	OK
0	2019-06-03	12:05:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0041	495.07	ppm	dry	0.0025	  1.74	ppm	dry	0.0019	  0.23	ppm	dry	0.0025	OK
0	2019-06-03	12:05:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.45	vol-%	wet	0.0042	497.74	ppm	dry	0.0025	  1.84	ppm	dry	0.0020	  0.25	ppm	dry	0.0023	OK
0	2019-06-03	12:05:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.42	vol-%	wet	0.0041	479.64	ppm	dry	0.0026	  1.74	ppm	dry	0.0018	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	12:05:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.28	vol-%	wet	0.0038	445.34	ppm	dry	0.0025	  1.76	ppm	dry	0.0017	  0.25	ppm	dry	0.0021	OK
0	2019-06-03	12:05:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.08	vol-%	wet	0.0038	413.79	ppm	dry	0.0025	  1.76	ppm	dry	0.0017	  0.24	ppm	dry	0.0022	OK
0	2019-06-03	12:05:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.94	vol-%	wet	0.0035	393.36	ppm	dry	0.0023	  1.84	ppm	dry	0.0015	  0.26	ppm	dry	0.0020	OK
0	2019-06-03	12:06:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.85	vol-%	wet	0.0030	377.22	ppm	dry	0.0024	  1.88	ppm	dry	0.0015	  0.26	ppm	dry	0.0019	OK
0	2019-06-03	12:06:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.80	vol-%	wet	0.0030	370.42	ppm	dry	0.0023	  1.88	ppm	dry	0.0016	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	12:06:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.75	vol-%	wet	0.0024	366.56	ppm	dry	0.0023	  1.90	ppm	dry	0.0016	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	12:06:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.70	vol-%	wet	0.0026	363.10	ppm	dry	0.0025	  1.80	ppm	dry	0.0015	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	12:06:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.66	vol-%	wet	0.0027	364.41	ppm	dry	0.0024	  1.90	ppm	dry	0.0014	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	12:06:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.64	vol-%	wet	0.0024	362.81	ppm	dry	0.0024	  1.84	ppm	dry	0.0013	  0.27	ppm	dry	0.0017	OK
